Estado,Pais,CasosConfirmados,Mortes
,Afghanistan,158084,7356
,Albania,210224,3217
,Algeria,218432,6276
,Andorra,23740,140
,Angola,81593,1770
,Antigua and Barbuda,4283,119
,Argentina,5654408,117169
,Armenia,344930,7972
Australian Capital Territory,Australia,4010,15
New South Wales,Australia,187504,663
Northern Territory,Australia,572,1
Queensland,Australia,13863,7
South Australia,Australia,11078,6
Tasmania,Australia,785,13
Victoria,Australia,183976,1534
Western Australia,Australia,1161,9
,Austria,1278619,13733
,Azerbaijan,616947,8358
,Bahamas,24476,717
,Bahrain,282062,1394
,Bangladesh,1585539,28072
,Barbados,28565,260
,Belarus,699110,5578
Antwerp,Belgium,303202,0
Brussels,Belgium,249566,0
East Flanders,Belgium,260967,0
Flemish Brabant,Belgium,184728,0
Hainaut,Belgium,252893,0
Liege,Belgium,226576,0
Limburg,Belgium,139220,0
Luxembourg,Belgium,56074,0
Namur,Belgium,100334,0
Unknown,Belgium,34742,28331
Walloon Brabant,Belgium,81063,0
West Flanders,Belgium,215978,0
,Belize,32840,602
,Benin,24935,161
,Bhutan,2660,3
,Bolivia,599753,19680
,Bosnia and Herzegovina,291313,13442
,Botswana,219509,2444
Acre,Brazil,88384,1851
Alagoas,Brazil,242080,6383
Amapa,Brazil,126981,2022
Amazonas,Brazil,433813,13835
Bahia,Brazil,1270858,27506
Ceara,Brazil,956325,24806
Distrito Federal,Brazil,519811,11108
Espirito Santo,Brazil,629872,13328
Goias,Brazil,947898,24695
Maranhao,Brazil,370645,10377
Mato Grosso,Brazil,557888,14056
Mato Grosso do Sul,Brazil,380405,9729
Minas Gerais,Brazil,2223985,56659
Para,Brazil,625518,17091
Paraiba,Brazil,464335,9596
Parana,Brazil,1598302,40889
Pernambuco,Brazil,645681,20447
Piaui,Brazil,334472,7275
Rio Grande do Norte,Brazil,387202,7571
Rio Grande do Sul,Brazil,1507117,36444
Rio de Janeiro,Brazil,1352824,69467
Rondonia,Brazil,284626,6734
Roraima,Brazil,129086,2078
Santa Catarina,Brazil,1243535,20186
Sao Paulo,Brazil,4456108,155205
Sergipe,Brazil,278530,6057
Tocantins,Brazil,235558,3939
,Brunei,15470,98
,Bulgaria,747108,30955
,Burkina Faso,17632,318
,Burma,530834,19268
,Burundi,27366,38
,Cabo Verde,41732,352
,Cambodia,120493,3012
,Cameroon,109367,1851
Alberta,Canada,361623,3310
British Columbia,Canada,254849,2423
Diamond Princess,Canada,0,1
Grand Princess,Canada,13,0
Manitoba,Canada,80096,1392
New Brunswick,Canada,14272,160
Newfoundland and Labrador,Canada,3724,18
Northwest Territories,Canada,2229,12
Nova Scotia,Canada,17745,111
Nunavut,Canada,803,4
Ontario,Canada,773645,10252
Prince Edward Island,Canada,1022,0
Quebec,Canada,603067,11724
Repatriated Travellers,Canada,13,0
Saskatchewan,Canada,85188,955
Yukon,Canada,1755,15
,Central African Republic,12163,101
,Chad,5703,181
Antofagasta,Chile,66965,1286
Araucania,Chile,104150,1557
Arica y Parinacota,Chile,28966,546
Atacama,Chile,30824,380
Aysen,Chile,10311,97
Biobio,Chile,167762,2840
Coquimbo,Chile,54839,1093
Los Lagos,Chile,99380,1509
Los Rios,Chile,53839,723
Magallanes,Chile,30194,508
Maule,Chile,109774,1864
Metropolitana,Chile,753301,19944
Nuble,Chile,39501,676
OHiggins,Chile,73210,1629
Tarapaca,Chile,45165,829
Unknown,Chile,45,0
Valparaiso,Chile,138268,3634
Anhui,China,1009,6
Beijing,China,1211,9
Chongqing,China,611,6
Fujian,China,1363,1
Gansu,China,356,2
Guangdong,China,3457,8
Guangxi,China,622,2
Guizhou,China,160,2
Hainan,China,190,6
Hebei,China,1458,7
Heilongjiang,China,2035,13
Henan,China,1641,22
Hong Kong,China,12649,213
Hubei,China,68317,4512
Hunan,China,1222,4
Inner Mongolia,China,1186,1
Jiangsu,China,1625,0
Jiangxi,China,959,1
Jilin,China,589,3
Liaoning,China,795,2
Macau,China,79,0
Ningxia,China,122,0
Qinghai,China,30,0
Shaanxi,China,2219,3
Shandong,China,1043,7
Shanghai,China,3103,7
Shanxi,China,266,0
Sichuan,China,1321,3
Tianjin,China,589,3
Tibet,China,1,0
Unknown,China,0,0
Xinjiang,China,981,3
Yunnan,China,1817,2
Zhejiang,China,2016,1
Amazonas,Colombia,7078,259
Antioquia,Colombia,793448,16903
Arauca,Colombia,14513,485
Atlantico,Colombia,343876,9750
Bolivar,Colombia,162408,3051
Boyaca,Colombia,107110,2583
Caldas,Colombia,101895,2293
Capital District,Colombia,1482495,27723
Caqueta,Colombia,23109,944
Casanare,Colombia,36219,940
Cauca,Colombia,57693,1599
Cesar,Colombia,93262,2561
Choco,Colombia,16589,404
Cordoba,Colombia,105041,3742
Cundinamarca,Colombia,268029,6860
Guainia,Colombia,2574,35
Guaviare,Colombia,5185,97
Huila,Colombia,89939,3195
La Guajira,Colombia,47152,1443
Magdalena,Colombia,101467,3489
Meta,Colombia,91042,2303
Narino,Colombia,91067,3047
Norte de Santander,Colombia,102148,4697
Putumayo,Colombia,17907,718
Quindio,Colombia,59212,1847
Risaralda,Colombia,89703,2277
San Andres y Providencia,Colombia,8418,151
Santander,Colombia,235387,7523
Sucre,Colombia,59864,1628
Tolima,Colombia,108678,3692
Unknown,Colombia,0,296
Valle del Cauca,Colombia,430076,13333
Vaupes,Colombia,1797,17
Vichada,Colombia,3059,57
,Comoros,6515,157
,Congo (Brazzaville),20089,367
,Congo (Kinshasa),74793,1205
,Costa Rica,570556,7353
,Cote d'Ivoire,71004,714
,Croatia,715245,12538
,Cuba,966004,8322
,Cyprus,166827,638
,Czechia,2475729,36129
Faroe Islands,Denmark,5764,14
Greenland,Denmark,2611,1
,Denmark,802397,3267
,Diamond Princess,712,13
,Djibouti,13656,189
,Dominica,6814,47
,Dominican Republic,418778,4247
,Ecuador,549418,33681
,Egypt,385575,21752
,El Salvador,121945,3824
,Equatorial Guinea,13710,175
,Eritrea,8011,76
,Estonia,241408,1932
,Eswatini,66109,1303
,Ethiopia,420342,6937
,Fiji,53332,698
,Finland,260292,1564
French Guiana,France,47631,338
French Polynesia,France,46382,636
Guadeloupe,France,55795,831
Martinique,France,48123,777
Mayotte,France,21911,185
New Caledonia,France,12826,281
Reunion,France,76602,409
Saint Barthelemy,France,1895,6
Saint Pierre and Miquelon,France,100,0
St Martin,France,4250,58
Wallis and Futuna,France,454,7
,France,9761814,121201
,Gabon,41798,288
,Gambia,10170,343
,Georgia,934741,13800
Baden-Wurttemberg,Germany,1021855,13014
Bayern,Germany,1331261,19701
Berlin,Germany,331233,4016
Brandenburg,Germany,244380,4682
Bremen,Germany,48483,600
Hamburg,Germany,141452,1995
Hessen,Germany,481831,8564
Mecklenburg-Vorpommern,Germany,101242,1476
Niedersachsen,Germany,443516,6826
Nordrhein-Westfalen,Germany,1386725,20331
Rheinland-Pfalz,Germany,279700,4638
Saarland,Germany,74409,1247
Sachsen,Germany,653979,12973
Sachsen-Anhalt,Germany,225963,4277
Schleswig-Holstein,Germany,120034,1885
Thuringen,Germany,290772,5886
Unknown,Germany,16351,0
,Ghana,142986,1295
,Greece,1210853,20790
,Grenada,6181,200
,Guatemala,628359,16107
,Guinea,32051,391
,Guinea-Bissau,6484,149
,Guyana,39573,1054
,Haiti,25985,766
,Holy See,27,0
,Honduras,379402,10433
,Hungary,1256415,39186
,Iceland,27059,37
Andaman and Nicobar Islands,India,7728,129
Andhra Pradesh,India,2077145,14495
Arunachal Pradesh,India,55343,282
Assam,India,620765,6164
Bihar,India,726896,12096
Chandigarh,India,65895,1079
Chhattisgarh,India,1008187,13600
Dadra and Nagar Haveli and Daman and Diu,India,10692,4
Delhi,India,1448211,25107
Goa,India,180872,3522
Gujarat,India,831732,10118
Haryana,India,773788,10064
Himachal Pradesh,India,228857,3876
Jammu and Kashmir,India,341290,4528
Jharkhand,India,351739,5144
Karnataka,India,3007337,38335
Kerala,India,5247177,47794
Ladakh,India,22184,219
Lakshadweep,India,10416,51
Madhya Pradesh,India,793965,10533
Maharashtra,India,6678821,141526
Manipur,India,125788,2002
Meghalaya,India,84827,1484
Mizoram,India,141665,544
Nagaland,India,32201,702
Odisha,India,1054834,8460
Puducherry,India,129478,1881
Punjab,India,604810,16645
Rajasthan,India,956227,8964
Sikkim,India,32503,409
Tamil Nadu,India,2748045,36776
Telangana,India,681898,4027
Tripura,India,85086,829
Unknown,India,0,0
Uttar Pradesh,India,1711605,22915
Uttarakhand,India,345087,7418
West Bengal,India,1638485,19764
,Indonesia,4262720,144094
,Iran,6194401,131606
,Iraq,2093740,24158
,Ireland,788559,5912
,Israel,1383932,8243
Abruzzo,Italy,106573,2640
Basilicata,Italy,36295,634
Calabria,Italy,111746,1613
Campania,Italy,583262,8467
Emilia-Romagna,Italy,536922,14216
Friuli Venezia Giulia,Italy,156092,4213
Lazio,Italy,505274,9269
Liguria,Italy,149060,4586
Lombardia,Italy,1217364,35081
Marche,Italy,145464,3244
Molise,Italy,16680,512
P.A. Bolzano,Italy,100897,1305
P.A. Trento,Italy,62935,1422
Piemonte,Italy,494769,12050
Puglia,Italy,309157,6987
Sardegna,Italy,88234,1728
Sicilia,Italy,372604,7502
Toscana,Italy,381599,7558
Umbria,Italy,88842,1504
Valle d'Aosta,Italy,16191,488
Veneto,Italy,645723,12383
,Jamaica,93920,2473
Aichi,Japan,107096,1161
Akita,Japan,1934,27
Aomori,Japan,5902,38
Chiba,Japan,100673,1028
Ehime,Japan,5412,82
Fukui,Japan,3117,38
Fukuoka,Japan,74788,627
Fukushima,Japan,9520,176
Gifu,Japan,18939,219
Gunma,Japan,17374,176
Hiroshima,Japan,22221,202
Hokkaido,Japan,61501,1475
Hyogo,Japan,78894,1398
Ibaraki,Japan,24490,220
Ishikawa,Japan,8049,134
Iwate,Japan,3490,53
Kagawa,Japan,4705,38
Kagoshima,Japan,9122,66
Kanagawa,Japan,169829,1319
Kochi,Japan,4168,33
Kumamoto,Japan,14396,136
Kyoto,Japan,36195,292
Mie,Japan,14819,163
Miyagi,Japan,16291,118
Miyazaki,Japan,6139,41
Nagano,Japan,8959,97
Nagasaki,Japan,6124,73
Nara,Japan,15669,149
Niigata,Japan,8244,62
Oita,Japan,8187,84
Okayama,Japan,15555,136
Okinawa,Japan,50662,398
Osaka,Japan,203790,3064
Port Quarantine,Japan,4463,4
Saga,Japan,5875,30
Saitama,Japan,116089,1059
Shiga,Japan,12507,104
Shimane,Japan,1756,5
Shizuoka,Japan,26898,209
Tochigi,Japan,15616,117
Tokushima,Japan,3291,66
Tokyo,Japan,383078,3175
Tottori,Japan,1669,5
Toyama,Japan,4869,52
Unknown,Japan,8,0
Wakayama,Japan,5304,62
Yamagata,Japan,3607,56
Yamaguchi,Japan,5848,93
Yamanashi,Japan,5164,29
,Jordan,1063405,12653
,Kazakhstan,1072518,18211
,Kenya,295028,5378
,Kiribati,2,0
,"Korea, South",635253,5625
,Kosovo,161484,2990
,Kuwait,417135,2468
,Kyrgyzstan,184689,2802
,Laos,111060,372
,Latvia,276674,4570
,Lebanon,727930,9119
,Lesotho,28408,665
,Liberia,6278,287
,Libya,388734,5710
,Liechtenstein,6131,69
,Lithuania,519597,7387
,Luxembourg,103766,915
,MS Zaandam,9,2
,Madagascar,50279,1027
,Malawi,75075,2364
Johor,Malaysia,244940,3860
Kedah,Malaysia,168386,2158
Kelantan,Malaysia,169043,1245
Melaka,Malaysia,76290,954
Negeri Sembilan,Malaysia,113564,1319
Pahang,Malaysia,95346,768
Perak,Malaysia,129039,1396
Perlis,Malaysia,7169,136
Pulau Pinang,Malaysia,161104,1745
Sabah,Malaysia,240532,2783
Sarawak,Malaysia,252300,1615
Selangor,Malaysia,786630,9954
Terengganu,Malaysia,82680,708
Unknown,Malaysia,0,0
W.P. Kuala Lumpur,Malaysia,210850,2673
W.P. Labuan,Malaysia,10824,151
W.P. Putrajaya,Malaysia,9389,22
,Maldives,95700,262
,Mali,21008,660
,Malta,52473,476
,Marshall Islands,4,0
,Mauritania,41473,866
,Mauritius,23493,240
Aguascalientes,Mexico,39263,3034
Baja California,Mexico,91570,11027
Baja California Sur,Mexico,61831,2425
Campeche,Mexico,24356,2106
Chiapas,Mexico,23654,2297
Chihuahua,Mexico,80715,8736
Ciudad de Mexico,Mexico,1003554,40328
Coahuila,Mexico,102029,7807
Colima,Mexico,33409,2040
Durango,Mexico,51038,3179
Guanajuato,Mexico,203986,13386
Guerrero,Mexico,77561,6323
Hidalgo,Mexico,63429,7907
Jalisco,Mexico,166441,17800
Mexico,Mexico,384119,44835
Michoacan,Mexico,73983,8274
Morelos,Mexico,50752,4952
Nayarit,Mexico,34693,2910
Nuevo Leon,Mexico,210212,13740
Oaxaca,Mexico,84043,5658
Puebla,Mexico,126738,15729
Queretaro,Mexico,100453,5665
Quintana Roo,Mexico,62066,4101
San Luis Potosi,Mexico,108549,6828
Sinaloa,Mexico,75641,9018
Sonora,Mexico,123441,9161
Tabasco,Mexico,144521,5759
Tamaulipas,Mexico,104513,7127
Tlaxcala,Mexico,29672,3000
Unknown,Mexico,0,0
Veracruz,Mexico,124876,15099
Yucatan,Mexico,75513,5725
Zacatecas,Mexico,43102,3452
,Micronesia,1,0
,Moldova,376155,10275
,Monaco,4985,38
,Mongolia,389361,2059
,Montenegro,170034,2411
,Morocco,963092,14849
,Mozambique,189080,2006
,Namibia,147974,3633
,Nepal,828431,11594
Aruba,Netherlands,20461,181
"Bonaire, Sint Eustatius and Saba",Netherlands,3406,23
Curacao,Netherlands,21325,189
Drenthe,Netherlands,63627,416
Flevoland,Netherlands,72664,308
Friesland,Netherlands,97667,578
Gelderland,Netherlands,356864,2573
Groningen,Netherlands,75992,333
Limburg,Netherlands,230226,2057
Noord-Brabant,Netherlands,479518,3534
Noord-Holland,Netherlands,517201,3101
Overijssel,Netherlands,201718,1337
Sint Maarten,Netherlands,5197,75
Unknown,Netherlands,15115,19
Utrecht,Netherlands,246327,1462
Zeeland,Netherlands,64411,354
Zuid-Holland,Netherlands,711415,4852
Cook Islands,New Zealand,2,0
,New Zealand,14118,51
,Nicaragua,17487,217
,Niger,7405,275
,Nigeria,241513,3030
,North Macedonia,225049,7960
,Norway,394259,1305
,Oman,305489,4116
Azad Jammu and Kashmir,Pakistan,34662,746
Balochistan,Pakistan,33638,364
Gilgit-Baltistan,Pakistan,10429,186
Islamabad,Pakistan,108666,967
Khyber Pakhtunkhwa,Pakistan,181402,5930
Punjab,Pakistan,445107,13070
Sindh,Pakistan,482029,7670
,Palau,8,0
,Panama,495920,7428
,Papua New Guinea,36158,590
,Paraguay,466101,16624
Amazonas,Peru,32788,1283
Ancash,Peru,81076,6760
Apurimac,Peru,26798,1525
Arequipa,Peru,117672,9762
Ayacucho,Peru,35090,2158
Cajamarca,Peru,67352,4186
Callao,Peru,103791,10107
Cusco,Peru,75853,4832
Huancavelica,Peru,16601,1183
Huanuco,Peru,36831,2719
Ica,Peru,61253,8603
Junin,Peru,89460,7098
La Libertad,Peru,93333,10385
Lambayeque,Peru,64507,8679
Lima,Peru,1001391,89416
Loreto,Peru,45405,4277
Madre de Dios,Peru,14091,774
Moquegua,Peru,30261,1537
Pasco,Peru,16368,1051
Piura,Peru,94472,12263
Puno,Peru,42157,4253
San Martin,Peru,49367,3043
Tacna,Peru,31494,1974
Tumbes,Peru,19556,1593
Ucayali,Peru,32332,3063
Unknown,Peru,17532,166
,Philippines,2843979,51504
,Poland,4108215,97054
,Portugal,1389646,18955
,Qatar,250528,618
,Romania,1808891,58752
Adygea Republic,Russia,27259,736
Altai Krai,Russia,119383,6579
Altai Republic,Russia,25329,516
Amur Oblast,Russia,54386,611
Arkhangelsk Oblast,Russia,123361,1501
Astrakhan Oblast,Russia,81130,2409
Bashkortostan Republic,Russia,121732,4407
Belgorod Oblast,Russia,81495,1746
Bryansk Oblast,Russia,96460,2896
Buryatia Republic,Russia,76235,2429
Chechen Republic,Russia,30932,933
Chelyabinsk Oblast,Russia,145185,6034
Chukotka Autonomous Okrug,Russia,2962,39
Chuvashia Republic,Russia,46519,3873
Dagestan Republic,Russia,65891,3200
Ingushetia Republic,Russia,28663,476
Irkutsk Oblast,Russia,156561,6923
Ivanovo Oblast,Russia,67989,2506
Jewish Autonomous Okrug,Russia,11577,422
Kabardino-Balkarian Republic,Russia,41965,1435
Kaliningrad Oblast,Russia,82176,1245
Kalmykia Republic,Russia,33995,729
Kaluga Oblast,Russia,65224,1213
Kamchatka Krai,Russia,23781,508
Karachay-Cherkess Republic,Russia,32242,903
Karelia Republic,Russia,90101,1196
Kemerovo Oblast,Russia,84941,1714
Khabarovsk Krai,Russia,125053,1233
Khakassia Republic,Russia,53810,1988
Khanty-Mansi Autonomous Okrug,Russia,95861,1989
Kirov Oblast,Russia,78920,750
Komi Republic,Russia,97294,2632
Kostroma Oblast,Russia,48636,1107
Krasnodar Krai,Russia,118643,9755
Krasnoyarsk Krai,Russia,172743,8612
Kurgan Oblast,Russia,50506,1003
Kursk Oblast,Russia,81960,2030
Leningrad Oblast,Russia,101562,3002
Lipetsk Oblast,Russia,84009,2804
Magadan Oblast,Russia,13653,348
Mari El Republic,Russia,29373,940
Mordovia Republic,Russia,40384,1024
Moscow,Russia,2030744,36771
Moscow Oblast,Russia,641444,12105
Murmansk Oblast,Russia,91801,2774
Nenets Autonomous Okrug,Russia,3504,87
Nizhny Novgorod Oblast,Russia,231401,9798
North Ossetia - Alania Republic,Russia,30958,959
Novgorod Oblast,Russia,65310,754
Novosibirsk Oblast,Russia,94663,4231
Omsk Oblast,Russia,130256,3172
Orel Oblast,Russia,70397,1500
Orenburg Oblast,Russia,107981,3451
Penza Oblast,Russia,101771,4630
Perm Krai,Russia,160138,7465
Primorsky Krai,Russia,102017,1550
Pskov Oblast,Russia,71261,1257
Rostov Oblast,Russia,193927,9611
Ryazan Oblast,Russia,61518,2503
Saint Petersburg,Russia,851908,28036
Sakha (Yakutiya) Republic,Russia,76054,1788
Sakhalin Oblast,Russia,42175,532
Samara Oblast,Russia,200012,6272
Saratov Oblast,Russia,133046,5050
Smolensk Oblast,Russia,84998,2365
Stavropol Krai,Russia,125764,6078
Sverdlovsk Oblast,Russia,198630,9406
Tambov Oblast,Russia,61051,1708
Tatarstan Republic,Russia,42702,1437
Tomsk Oblast,Russia,61852,674
Tula Oblast,Russia,75162,4252
Tver Oblast,Russia,98671,2365
Tyumen Oblast,Russia,90125,3386
Tyva Republic,Russia,31555,317
Udmurt Republic,Russia,79038,3237
Ulyanovsk Oblast,Russia,120594,3775
Vladimir Oblast,Russia,81271,2925
Volgograd Oblast,Russia,129191,5528
Vologda Oblast,Russia,99968,2961
Voronezh Oblast,Russia,194134,6897
Yamalo-Nenets Autonomous Okrug,Russia,61999,955
Yaroslavl Oblast,Russia,85588,1872
Zabaykalsky Krai,Russia,95945,1841
,Rwanda,111786,1350
,Saint Kitts and Nevis,2999,28
,Saint Lucia,13570,295
,Saint Vincent and the Grenadines,5850,81
,Samoa,3,0
,San Marino,8202,100
,Sao Tome and Principe,3897,57
,Saudi Arabia,556236,8877
,Senegal,75055,1890
,Serbia,1299339,12714
,Seychelles,24788,134
,Sierra Leone,7064,123
,Singapore,279405,828
,Slovakia,1371082,16635
,Slovenia,464048,5589
,Solomon Islands,24,0
,Somalia,23532,1333
,South Africa,3458286,91145
,South Sudan,15242,135
Andalusia,Spain,944337,11478
Aragon,Spain,214247,4077
Asturias,Spain,96040,2157
Baleares,Spain,130704,1065
C. Valenciana,Spain,628453,8090
Canarias,Spain,149021,1136
Cantabria,Spain,59700,626
Castilla - La Mancha,Spain,281580,6584
Castilla y Leon,Spain,389041,7553
Catalonia,Spain,1167381,16124
Ceuta,Spain,9285,131
Extremadura,Spain,131237,2013
Galicia,Spain,246821,2754
La Rioja,Spain,52176,844
Madrid,Spain,1114550,16373
Melilla,Spain,12793,121
Murcia,Spain,178441,1828
Navarra,Spain,124046,1295
Pais Vasco,Spain,364892,5156
Unknown,Spain,0,0
,Sri Lanka,587245,14979
,Sudan,46518,3331
,Summer Olympics 2020,865,0
,Suriname,52446,1189
Blekinge,Sweden,15508,136
Dalarna,Sweden,32477,361
Gavleborg,Sweden,41608,574
Gotland,Sweden,5049,54
Halland,Sweden,48813,339
Jamtland Harjedalen,Sweden,14847,129
Jonkoping,Sweden,49308,571
Kalmar,Sweden,29122,261
Kronoberg,Sweden,25353,331
Norrbotten,Sweden,30087,299
Orebro,Sweden,39550,360
Ostergotland,Sweden,47837,664
Skane,Sweden,191383,1829
Sormland,Sweden,30652,489
Stockholm,Sweden,320190,4568
Uppsala,Sweden,48238,555
Varmland,Sweden,25471,232
Vasterbotten,Sweden,28522,203
Vasternorrland,Sweden,30435,488
Vastmanland,Sweden,37431,383
Vastra Gotaland,Sweden,222903,2484
,Switzerland,1332615,12217
,Syria,50278,2897
,Taiwan*,17029,850
,Tajikistan,17493,125
,Tanzania,29306,737
,Thailand,2223435,21698
,Timor-Leste,19837,122
,Togo,30163,248
,Tonga,1,0
,Trinidad and Tobago,91899,2869
,Tunisia,726706,25569
,Turkey,9484520,82361
Alabama,US,11018,160
Alabama,US,39911,593
Alabama,US,3860,81
Alabama,US,4533,95
Alabama,US,11256,198
Alabama,US,1676,46
Alabama,US,3613,102
Alabama,US,23411,532
Alabama,US,6171,147
Alabama,US,3385,65
Alabama,US,7424,173
Alabama,US,1026,30
Alabama,US,4944,88
Alabama,US,2658,69
Alabama,US,2649,60
Alabama,US,9782,195
Alabama,US,9822,214
Alabama,US,1983,62
Alabama,US,1948,48
Alabama,US,7139,200
Alabama,US,2736,79
Alabama,US,16977,310
Alabama,US,9393,194
Alabama,US,5561,212
Alabama,US,13538,278
Alabama,US,16730,297
Alabama,US,7263,148
Alabama,US,20687,527
Alabama,US,3417,86
Alabama,US,6561,111
Alabama,US,4760,137
Alabama,US,1367,45
Alabama,US,3309,91
Alabama,US,3321,66
Alabama,US,18474,432
Alabama,US,10637,201
Alabama,US,126583,2024
Alabama,US,2613,59
Alabama,US,15863,318
Alabama,US,5071,136
Alabama,US,26975,269
Alabama,US,17088,229
Alabama,US,1876,68
Alabama,US,2614,69
Alabama,US,57750,765
Alabama,US,3509,93
Alabama,US,5560,132
Alabama,US,19507,321
Alabama,US,78903,1394
Alabama,US,3538,66
Alabama,US,37879,796
Alabama,US,23831,425
Alabama,US,0,0
Alabama,US,1457,41
Alabama,US,3467,91
Alabama,US,5433,111
Alabama,US,3616,67
Alabama,US,7466,67
Alabama,US,41228,381
Alabama,US,17891,365
Alabama,US,1473,42
Alabama,US,15004,307
Alabama,US,7750,204
Alabama,US,37677,655
Alabama,US,0,0
Alabama,US,12635,388
Alabama,US,2616,51
Alabama,US,1852,38
Alabama,US,4949,111
Alaska,US,454,3
Alaska,US,955,2
Alaska,US,63763,427
Alaska,US,6947,32
Alaska,US,0,0
Alaska,US,566,1
Alaska,US,1247,9
Alaska,US,712,4
Alaska,US,299,1
Alaska,US,998,10
Alaska,US,17711,117
Alaska,US,259,1
Alaska,US,4507,15
Alaska,US,12273,81
Alaska,US,2375,15
Alaska,US,2782,10
Alaska,US,2445,9
Alaska,US,25206,177
Alaska,US,2383,3
Alaska,US,2928,9
Alaska,US,2406,10
Alaska,US,548,3
Alaska,US,647,6
Alaska,US,1351,6
Alaska,US,95,0
Alaska,US,1416,14
Alaska,US,541,1
Alaska,US,0,0
Alaska,US,230,1
Alaska,US,300,3
Alaska,US,825,8
American Samoa,US,10,0
Arizona,US,16261,542
Arizona,US,20079,466
Arizona,US,28085,416
Arizona,US,12198,308
Arizona,US,8971,157
Arizona,US,1489,27
Arizona,US,3652,108
Arizona,US,870996,13675
Arizona,US,39143,1178
Arizona,US,26994,746
Arizona,US,0,0
Arizona,US,173038,3154
Arizona,US,89280,1308
Arizona,US,10476,206
Arizona,US,1,0
Arizona,US,36447,956
Arizona,US,44378,982
Arkansas,US,3671,64
Arkansas,US,3390,55
Arkansas,US,6638,201
Arkansas,US,46614,685
Arkansas,US,6979,139
Arkansas,US,2085,42
Arkansas,US,632,9
Arkansas,US,4601,81
Arkansas,US,2089,48
Arkansas,US,3680,66
Arkansas,US,2970,77
Arkansas,US,4289,100
Arkansas,US,1522,33
Arkansas,US,3610,77
Arkansas,US,3518,48
Arkansas,US,25478,257
Arkansas,US,11536,193
Arkansas,US,9952,189
Arkansas,US,3176,71
Arkansas,US,1191,20
Arkansas,US,2039,35
Arkansas,US,3074,56
Arkansas,US,22254,239
Arkansas,US,2907,58
Arkansas,US,2035,78
Arkansas,US,16762,424
Arkansas,US,3063,52
Arkansas,US,11173,133
Arkansas,US,3233,49
Arkansas,US,8139,113
Arkansas,US,2703,39
Arkansas,US,7365,171
Arkansas,US,2945,57
Arkansas,US,4753,47
Arkansas,US,13031,235
Arkansas,US,4893,63
Arkansas,US,899,28
Arkansas,US,3706,63
Arkansas,US,2295,55
Arkansas,US,3907,58
Arkansas,US,2203,84
Arkansas,US,3866,55
Arkansas,US,13353,181
Arkansas,US,2896,44
Arkansas,US,2555,71
Arkansas,US,6932,153
Arkansas,US,9442,158
Arkansas,US,1252,26
Arkansas,US,1194,53
Arkansas,US,1497,42
Arkansas,US,1350,44
Arkansas,US,3813,91
Arkansas,US,1697,26
Arkansas,US,3484,81
Arkansas,US,1842,39
Arkansas,US,5632,106
Arkansas,US,3090,126
Arkansas,US,12918,165
Arkansas,US,1355,31
Arkansas,US,65856,966
Arkansas,US,3730,68
Arkansas,US,20387,258
Arkansas,US,1835,33
Arkansas,US,1441,30
Arkansas,US,24355,415
Arkansas,US,4240,63
Arkansas,US,3371,78
Arkansas,US,5175,73
Arkansas,US,2051,49
Arkansas,US,7064,0
Arkansas,US,6542,151
Arkansas,US,2499,45
Arkansas,US,47853,512
Arkansas,US,14744,211
Arkansas,US,1194,24
Arkansas,US,4981,88
